-- west build: running target rom_report
[0/1] cmd.exe /C "cd /D C:\ncs\ws-2.9.1\cpg-ble-reference\central_hids\build_nrf54l15_feat9_opt_lto\central_hids && C:\ncs\toolchains\b620d30767\opt\bin\python.exe C:/ncs/v2.9.1/zephyr/scripts/footprint/size_report -k C:/ncs/ws-2.9.1/cpg-ble-reference/central_hids/build_nrf54l15_feat9_opt_lto/central_hids/zephyr/zephyr.elf -z C:/ncs/v2.9.1/zephyr -o C:/ncs/ws-2.9.1/cpg-ble-reference/central_hids/build_nrf54l15_feat9_opt_lto/central_hids --workspace=C:/ncs/v2.9.1 -d 99 rom"
Path                                                                                             Size       %  Address    Section    
==========================================================================================================================================
Root                                                                                           259139 100.00%  - 
├── (hidden)                                                                                    28757  11.10%  - 
├── (no paths)                                                                                 230198  88.83%  - 
│   ├── CMD_ECC_PTMUL.lto_priv.0                                                                   20   0.01%  0x0003563c rodata
│   ├── CMD_ECC_PTONCURVE                                                                          20   0.01%  0x00035c84 rodata
│   ├── CSWTCH.1079                                                                                 3   0.00%  0x0003a82d rodata
│   ├── CSWTCH.1141                                                                                 5   0.00%  0x0003a7bf rodata
│   ├── CSWTCH.16011.lto_priv.0                                                                    42   0.02%  0x0003a7c4 rodata
│   ├── CSWTCH.16039                                                                               10   0.00%  0x0003a7ee rodata
│   ├── CSWTCH.2153                                                                                 3   0.00%  0x0003a830 rodata
│   ├── CSWTCH.22                                                                                   3   0.00%  0x0003cbef rodata
│   ├── CSWTCH.43                                                                                  12   0.00%  0x00035ba8 rodata
│   ├── CSWTCH.489                                                                                 20   0.01%  0x000357b8 rodata
│   ├── CSWTCH.51                                                                                   3   0.00%  0x0003cbec rodata
│   ├── CSWTCH.61                                                                                  12   0.00%  0x00035bb4 rodata
│   ├── CSWTCH.8466                                                                                15   0.01%  0x0003c313 rodata
│   ├── CSWTCH.8468                                                                                 9   0.00%  0x0003c2a1 rodata
│   ├── CSWTCH.8471                                                                                 8   0.00%  0x0003c322 rodata
│   ├── CSWTCH.9322.lto_priv.0                                                                     36   0.01%  0x000356b0 rodata
│   ├── MPSL_IRQ_CLOCK_Handler                                                                    216   0.08%  0x0000c6a9 text
│   ├── MPSL_IRQ_RADIO_Handler                                                                     44   0.02%  0x0000cd11 text
│   ├── MPSL_IRQ_RTC0_Handler                                                                      24   0.01%  0x00013843 text
│   ├── MPSL_IRQ_TIMER0_Handler                                                                    20   0.01%  0x0000d011 text
│   ├── SystemCoreClock                                                                             4   0.00%  0x20000904 datas
│   ├── SystemInit                                                                                248   0.10%  0x00027bbd text
│   ├── _1_gatt_svc                                                                                 8   0.00%  0x000349dc bt_gatt_service_static_area
│   ├── _2_gap_svc                                                                                  8   0.00%  0x000349e4 bt_gatt_service_static_area
│   ├── _ConfigAbsSyms                                                                              2   0.00%  0x0002fe27 text
│   ├── __NVIC_DisableIRQ.lto_priv.0                                                               36   0.01%  0x00018261 text
│   ├── __NVIC_EnableIRQ.lto_priv.0                                                                28   0.01%  0x00018245 text
│   ├── __NVIC_SetPriority.lto_priv.0.lto_priv.0                                                   40   0.02%  0x00018285 text
