-- west build: running target ram_report
[0/1] cmd.exe /C "cd /D C:\ncs\ws-turkana\logi_reference\p_hids_keyb\build_nrf54l15_opt3\p_hids_keyb && C:\ncs\toolchains\b620d30767\opt\bin\python.exe C:/ncs/vturkana/zephyr/scripts/footprint/size_report -k C:/ncs/ws-turkana/logi_reference/p_hids_keyb/build_nrf54l15_opt3/p_hids_keyb/zephyr/zephyr.elf -z C:/ncs/vturkana/zephyr -o C:/ncs/ws-turkana/logi_reference/p_hids_keyb/build_nrf54l15_opt3/p_hids_keyb --workspace=C:/ncs/vturkana -d 99 ram"
Path                                                                                             Size       %  Address    Section    
==========================================================================================================================================
Root                                                                                            64212 100.00%  - 
├── (hidden)                                                                                    21993  34.25%  - 
├── (no paths)                                                                                  42199  65.72%  - 
│   ├── CMD_ECC_PTMUL.lto_priv.0                                                                   20   0.03%  0x00028e94 rodata
│   ├── CMD_ECC_PTONCURVE                                                                          20   0.03%  0x0002a874 rodata
│   ├── CSWTCH.11                                                                                  12   0.02%  0x000291d4 rodata
│   ├── CSWTCH.15551                                                                                3   0.00%  0x0002d057 rodata
│   ├── CSWTCH.15558.lto_priv.0                                                                    42   0.07%  0x0002d02d rodata
│   ├── CSWTCH.15586                                                                               10   0.02%  0x0002d05a rodata
│   ├── CSWTCH.22                                                                                   3   0.00%  0x0002f496 rodata
│   ├── CSWTCH.36.lto_priv.0                                                                        3   0.00%  0x0002e935 rodata
│   ├── CSWTCH.43                                                                                  12   0.02%  0x000291c8 rodata
│   ├── CSWTCH.489                                                                                 20   0.03%  0x00028e50 rodata
│   ├── CSWTCH.8123                                                                                15   0.02%  0x0002dfe7 rodata
│   ├── CSWTCH.8125                                                                                 9   0.01%  0x0002df75 rodata
│   ├── CSWTCH.8128                                                                                 8   0.01%  0x0002dff6 rodata
│   ├── CSWTCH.8620.lto_priv.0                                                                     36   0.06%  0x00028f7c rodata
│   ├── SystemCoreClock                                                                             4   0.01%  0x2000085c datas
│   ├── __compound_literal.0                                                                        8   0.01%  0x000290b4 rodata
