-- west build: running target ram_report
[0/1] cmd.exe /C "cd /D C:\ncs\ws-2.9.1\cpg-ble-reference\peripheral_hids\build_nrf54l15_feat4_opt_lto\peripheral_hids && C:\ncs\toolchains\b620d30767\opt\bin\python.exe C:/ncs/v2.9.1/zephyr/scripts/footprint/size_report -k C:/ncs/ws-2.9.1/cpg-ble-reference/peripheral_hids/build_nrf54l15_feat4_opt_lto/peripheral_hids/zephyr/zephyr.elf -z C:/ncs/v2.9.1/zephyr -o C:/ncs/ws-2.9.1/cpg-ble-reference/peripheral_hids/build_nrf54l15_feat4_opt_lto/peripheral_hids --workspace=C:/ncs/v2.9.1 -d 99 ram"
Path                                                                                             Size       %  Address    Section    
==========================================================================================================================================
Root                                                                                            45738 100.00%  - 
├── (hidden)                                                                                     7837  17.13%  - 
├── (no paths)                                                                                  37881  82.82%  - 
│   ├── CMD_ECC_PTMUL.lto_priv.0                                                                   20   0.04%  0x00027c5c rodata
│   ├── CMD_ECC_PTONCURVE                                                                          20   0.04%  0x000295a4 rodata
│   ├── CSWTCH.147                                                                                 15   0.03%  0x00029c6b rodata
│   ├── CSWTCH.149                                                                                  9   0.02%  0x00029bf9 rodata
│   ├── CSWTCH.152                                                                                  8   0.02%  0x00029c7a rodata
│   ├── CSWTCH.22                                                                                   3   0.01%  0x0002a0e5 rodata
│   ├── CSWTCH.316.lto_priv.0                                                                      42   0.09%  0x00029b7d rodata
│   ├── CSWTCH.36.lto_priv.0                                                                        3   0.01%  0x00029d51 rodata
│   ├── CSWTCH.44                                                                                  12   0.03%  0x000293d8 rodata
│   ├── SystemCoreClock                                                                             4   0.01%  0x200006ac datas
│   ├── __compound_literal.0.lto_priv.0                                                             4   0.01%  0x00029838 rodata
│   ├── __compound_literal.0.lto_priv.1                                                             8   0.02%  0x00027ebc rodata
│   ├── __compound_literal.0.lto_priv.2                                                             4   0.01%  0x00029864 rodata
│   ├── __compound_literal.0.lto_priv.3                                                             4   0.01%  0x00029888 rodata
│   ├── __compound_literal.0.lto_priv.4                                                             4   0.01%  0x000298b4 rodata
│   ├── __compound_literal.1                                                                        1   0.00%  0x200009e4 datas
│   ├── __compound_literal.1                                                                        4   0.01%  0x00029834 rodata
│   ├── __compound_literal.1.lto_priv.0                                                             4   0.01%  0x00029860 rodata
│   ├── __compound_literal.1.lto_priv.1                                                             4   0.01%  0x00029884 rodata
│   ├── __compound_literal.1.lto_priv.2                                                             4   0.01%  0x000298b0 rodata
│   ├── __compound_literal.10                                                                       4   0.01%  0x00029820 rodata
│   ├── __compound_literal.10.lto_priv.0                                                            4   0.01%  0x0002984c rodata
│   ├── __compound_literal.10.lto_priv.1                                                            4   0.01%  0x0002989c rodata
│   ├── __compound_literal.11                                                                       4   0.01%  0x00029800 rodata
