-- west build: running target ram_report
[0/1] cmd.exe /C "cd /D C:\ncs\ws-2.9.1\cpg-ble-reference\peripheral_hids\build_nrf54l15_feat8_opt_lto\peripheral_hids && C:\ncs\toolchains\b620d30767\opt\bin\python.exe C:/ncs/v2.9.1/zephyr/scripts/footprint/size_report -k C:/ncs/ws-2.9.1/cpg-ble-reference/peripheral_hids/build_nrf54l15_feat8_opt_lto/peripheral_hids/zephyr/zephyr.elf -z C:/ncs/v2.9.1/zephyr -o C:/ncs/ws-2.9.1/cpg-ble-reference/peripheral_hids/build_nrf54l15_feat8_opt_lto/peripheral_hids --workspace=C:/ncs/v2.9.1 -d 99 ram"
Path                                                                                             Size       %  Address    Section    
==========================================================================================================================================
Root                                                                                           102515 100.00%  - 
├── (hidden)                                                                                     7841   7.65%  - 
├── (no paths)                                                                                  94654  92.33%  - 
│   ├── CMD_ECC_PTMUL.lto_priv.0                                                                   20   0.02%  0x00027e9c rodata
│   ├── CMD_ECC_PTONCURVE                                                                          20   0.02%  0x000297e4 rodata
│   ├── CSWTCH.150                                                                                 15   0.01%  0x00029eab rodata
│   ├── CSWTCH.152                                                                                  9   0.01%  0x00029e39 rodata
│   ├── CSWTCH.155                                                                                  8   0.01%  0x00029eba rodata
│   ├── CSWTCH.22                                                                                   3   0.00%  0x0002a325 rodata
│   ├── CSWTCH.319.lto_priv.0                                                                      42   0.04%  0x00029dbd rodata
│   ├── CSWTCH.44                                                                                  12   0.01%  0x00029618 rodata
│   ├── CSWTCH.51                                                                                   3   0.00%  0x00029f91 rodata
│   ├── SystemCoreClock                                                                             4   0.00%  0x2000099c datas
│   ├── __compound_literal.0.lto_priv.0                                                             4   0.00%  0x00029a78 rodata
│   ├── __compound_literal.0.lto_priv.1                                                             8   0.01%  0x000280fc rodata
│   ├── __compound_literal.0.lto_priv.2                                                             4   0.00%  0x00029aa4 rodata
│   ├── __compound_literal.0.lto_priv.3                                                             4   0.00%  0x00029ac8 rodata
│   ├── __compound_literal.0.lto_priv.4                                                             4   0.00%  0x00029af4 rodata
│   ├── __compound_literal.1                                                                        1   0.00%  0x20000f14 datas
│   ├── __compound_literal.1                                                                        4   0.00%  0x00029a74 rodata
│   ├── __compound_literal.1.lto_priv.0                                                             4   0.00%  0x00029aa0 rodata
│   ├── __compound_literal.1.lto_priv.1                                                             4   0.00%  0x00029ac4 rodata
│   ├── __compound_literal.1.lto_priv.2                                                             4   0.00%  0x00029af0 rodata
│   ├── __compound_literal.10                                                                       4   0.00%  0x00029a60 rodata
│   ├── __compound_literal.10.lto_priv.0                                                            4   0.00%  0x00029a8c rodata
│   ├── __compound_literal.10.lto_priv.1                                                            4   0.00%  0x00029adc rodata
│   ├── __compound_literal.11                                                                       4   0.00%  0x00029a40 rodata
│   ├── __compound_literal.11.lto_priv.0                                                            4   0.00%  0x00029a84 rodata
│   ├── __compound_literal.11.lto_priv.1                                                            4   0.00%  0x00029ad4 rodata
│   ├── __compound_literal.12                                                                       8   0.01%  0x20000bdc datas
│   ├── __compound_literal.12.lto_priv.0                                                            8   0.01%  0x20000df0 datas
│   ├── __compound_literal.12.lto_priv.1                                                            8   0.01%  0x20000ee8 datas
│   ├── __compound_literal.13                                                                       4   0.00%  0x00029a5c rodata
│   ├── __compound_literal.13.lto_priv.0                                                            4   0.00%  0x00029a88 rodata
│   ├── __compound_literal.13.lto_priv.1                                                            4   0.00%  0x00029ad8 rodata
│   ├── __compound_literal.14                                                                       4   0.00%  0x00029a58 rodata
│   ├── __compound_literal.14                                                                       4   0.00%  0x00029a38 rodata
│   ├── __compound_literal.15                                                                     216   0.21%  0x20000b04 datas
│   ├── __compound_literal.15                                                                       4   0.00%  0x00029a34 rodata
│   ├── __compound_literal.16                                                                       4   0.00%  0x00029a54 rodata
│   ├── __compound_literal.16                                                                       4   0.00%  0x00029a30 rodata
│   ├── __compound_literal.17                                                                       4   0.00%  0x00029a50 rodata
│   ├── __compound_literal.17                                                                       4   0.00%  0x00029a14 rodata
│   ├── __compound_literal.18                                                                       4   0.00%  0x00029a3c rodata
│   ├── __compound_literal.18                                                                       8   0.01%  0x200009b4 datas
│   ├── __compound_literal.19                                                                       8   0.01%  0x20000afc datas
│   ├── __compound_literal.19                                                                       4   0.00%  0x00029a2c rodata
│   ├── __compound_literal.2                                                                        4   0.00%  0x00029a70 rodata
│   ├── __compound_literal.2.lto_priv.0                                                             4   0.00%  0x00029a9c rodata
│   ├── __compound_literal.2.lto_priv.1                                                             4   0.00%  0x00029ac0 rodata
│   ├── __compound_literal.2.lto_priv.2                                                             4   0.00%  0x00029aec rodata
│   ├── __compound_literal.20                                                                       4   0.00%  0x00029a4c rodata
│   ├── __compound_literal.20                                                                       4   0.00%  0x00029a28 rodata
│   ├── __compound_literal.21                                                                       4   0.00%  0x00029a24 rodata
│   ├── __compound_literal.22                                                                       4   0.00%  0x00029a10 rodata
│   ├── __compound_literal.23                                                                       8   0.01%  0x200009ac datas
│   ├── __compound_literal.24                                                                       4   0.00%  0x00029a20 rodata
│   ├── __compound_literal.25                                                                       4   0.00%  0x00029a1c rodata
│   ├── __compound_literal.26                                                                       4   0.00%  0x00029a0c rodata
│   ├── __compound_literal.27                                                                       8   0.01%  0x200009a4 datas
│   ├── __compound_literal.28                                                                       4   0.00%  0x00029a18 rodata
│   ├── __compound_literal.3                                                                        4   0.00%  0x20000f10 datas
