-- west build: running target rom_report
[0/1] cmd.exe /C "cd /D C:\ncs\ws-2.9.1\cpg-ble-reference\peripheral_hids\build_nrf54l15_feat6_opt_lto\peripheral_hids && C:\ncs\toolchains\b620d30767\opt\bin\python.exe C:/ncs/v2.9.1/zephyr/scripts/footprint/size_report -k C:/ncs/ws-2.9.1/cpg-ble-reference/peripheral_hids/build_nrf54l15_feat6_opt_lto/peripheral_hids/zephyr/zephyr.elf -z C:/ncs/v2.9.1/zephyr -o C:/ncs/ws-2.9.1/cpg-ble-reference/peripheral_hids/build_nrf54l15_feat6_opt_lto/peripheral_hids --workspace=C:/ncs/v2.9.1 -d 99 rom"
Path                                                                                             Size       %  Address    Section    
==========================================================================================================================================
Root                                                                                           229843 100.00%  - 
├── (hidden)                                                                                    20353   8.86%  - 
├── (no paths)                                                                                 209338  91.08%  - 
│   ├── CMD_ECC_PTMUL.lto_priv.0                                                                   20   0.01%  0x0002ff34 rodata
│   ├── CMD_ECC_PTONCURVE                                                                          20   0.01%  0x000307d0 rodata
│   ├── CSWTCH.10078.lto_priv.0                                                                    36   0.02%  0x0003001c rodata
│   ├── CSWTCH.10095                                                                                7   0.00%  0x00033b2f rodata
│   ├── CSWTCH.17318.lto_priv.0                                                                    42   0.02%  0x00033b3d rodata
│   ├── CSWTCH.22                                                                                   3   0.00%  0x00036a8e rodata
│   ├── CSWTCH.36                                                                                   3   0.00%  0x00036a8b rodata
│   ├── CSWTCH.44                                                                                  12   0.01%  0x00030218 rodata
│   ├── CSWTCH.489                                                                                 20   0.01%  0x0002fec0 rodata
│   ├── CSWTCH.9251                                                                                15   0.01%  0x0003477b rodata
│   ├── CSWTCH.9253                                                                                 9   0.00%  0x00034772 rodata
│   ├── CSWTCH.9256                                                                                 8   0.00%  0x0003478a rodata
│   ├── MPSL_IRQ_CLOCK_Handler                                                                    216   0.09%  0x0000b0cd text
│   ├── MPSL_IRQ_RADIO_Handler                                                                     44   0.02%  0x0000b755 text
│   ├── MPSL_IRQ_RTC0_Handler                                                                      24   0.01%  0x00012419 text
│   ├── MPSL_IRQ_TIMER0_Handler                                                                    20   0.01%  0x0000ba55 text
│   ├── SystemCoreClock                                                                             4   0.00%  0x200007b0 datas
│   ├── SystemInit                                                                                248   0.11%  0x000205cd text
│   ├── _0fp_reg_data                                                                               8   0.00%  0x0003819c fp_activation_module_area
│   ├── _1_gatt_svc                                                                                 8   0.00%  0x0002f460 bt_gatt_service_static_area
│   ├── _2_gap_svc                                                                                  8   0.00%  0x0002f468 bt_gatt_service_static_area
│   ├── _4fp_storage                                                                                8   0.00%  0x000381a4 fp_activation_module_area
│   ├── _5fp_auth                                                                                   8   0.00%  0x000381ac fp_activation_module_area
│   ├── _5fp_bond_manager                                                                           8   0.00%  0x000381b4 fp_activation_module_area
│   ├── _5fp_keys                                                                                   8   0.00%  0x000381bc fp_activation_module_area
│   ├── _ConfigAbsSyms                                                                              2   0.00%  0x0002b7d9 text
│   ├── __NVIC_DisableIRQ.lto_priv.0                                                               36   0.02%  0x000137e1 text
│   ├── __NVIC_EnableIRQ.lto_priv.0                                                                28   0.01%  0x000137c5 text
│   ├── __NVIC_SetPriority.lto_priv.0.lto_priv.0                                                   40   0.02%  0x00013805 text
│   ├── __aeabi_dadd                                                                              630   0.27%  0x0000d46d text
│   ├── __aeabi_idiv0                                                                               2   0.00%  0x0000d849 text
│   ├── __aeabi_l2d                                                                                90   0.04%  0x0000d77d text
