uuid,parent,level,identifier,name,size
00-fa03eb688ad8aa1db593d33dabd89bad,,0,root,Root,177842
01-09498dbadf45966909850dc8a47ebb13,00-fa03eb688ad8aa1db593d33dabd89bad,1,C:/ncs/vturkana,WORKSPACE,34154
01-60f3b1ff9b396408039047bbde339c46,00-fa03eb688ad8aa1db593d33dabd89bad,1,(hidden),(hidden),7715
01-665b1ea1222d25c5af30f0aec9f1f04e,00-fa03eb688ad8aa1db593d33dabd89bad,1,:,(no paths),7271
01-6666cd76f96956469e7be39d750cc7d9,00-fa03eb688ad8aa1db593d33dabd89bad,1,/,/,0
01-7db78365898c456bd7c383d01c5a6853,00-fa03eb688ad8aa1db593d33dabd89bad,1,C:/ncs/ws-turkana/logi_reference/peripheral_hids/build_nrf54l15_stdz1/peripheral_hids,OUTPUT_DIR,1114
01-bb1836de191ead431509f5d1b910124d,00-fa03eb688ad8aa1db593d33dabd89bad,1,C:/ncs/vturkana/zephyr,ZEPHYR_BASE,127588
02-01fed0852e23f67c30cda066ffb5820e,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\radio_stop,radio_stop,2
02-03da88b3960003e51bc67c7bb0386999,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\sx_curve_nistp256,sx_curve_nistp256,12
02-0465f9d9258d3ff16d4ab276b7ac447a,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\net_buf_fixed_cb,net_buf_fixed_cb,12
02-05533e7a0ea600c6bb6eb9a734919be1,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\gatt_conn_cb.0,gatt_conn_cb.0,32
02-090b3e136397d9fc1c3ba5cfd59827d9,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\m.10,m.10,16
02-0a4338ea3651b750487758d27cb904c1,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\ops.0,ops.0,40
02-0c74319fbcff8e4bb9cc6b7af7722831,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\mfy.5,mfy.5,16
02-0eb9b3af2e4a00837a1b1a854c9ea18c,01-09498dbadf45966909850dc8a47ebb13,2,modules,modules,13033
02-11a073fbb7de02da60f4e82b746a2033,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\m.11,m.11,16
02-12e6356573b9ccf91c5011abe9ddd59b,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\mfy.7,mfy.7,16
02-1563d57a2fbbd7ccc9f840c4ef99a6b2,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__device_dts_ord_10,__device_dts_ord_10,20
02-1bad3c00dded1e49ada0434ab84bd112,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__device_dts_ord_4,__device_dts_ord_4,20
02-1dc29b58647256561f4f00d7a5ab0e7f,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\mpu_config,mpu_config,8
02-23e3ca5bf569f40b0ab2615bb1f16ca4,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\pdu_validate_length_req,pdu_validate_length_req,14
02-24c33103069b0f0e7879ad8f2ff2d333,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\strcmp,strcmp,20
02-288267125d7fcf73765d8cefb82f9b09,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\mfy.3,mfy.3,16
02-295023daf00d41f489aba20e9fda7b2b,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\pdu_validate_ping_rsp,pdu_validate_ping_rsp,14
02-2f158c4731d76d5975b8546d85de1b34,01-6666cd76f96956469e7be39d750cc7d9,2,C:\,C:\,1092
02-319b5998335c1a61df7d80b754f9d40f,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\llcp_pdu_decode_length_rsp,llcp_pdu_decode_length_rsp,80
02-3372af3c02900bba27f6c78efc20d0b8,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__udivmoddi4,__udivmoddi4,668
02-341ce0f2fa8c731ed14bda91b02a48b8,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__func__.0,__func__.0,11
02-36e3252034447fad7e24ac6e5520c89a,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__l_vfprintf,__l_vfprintf,1204
02-37ce67a7e5350711ddd83cb7a47ff341,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\lll_rand_isr_get,lll_rand_isr_get,36
02-38d7b76b771634bb6aaae4ffde5922a8,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\_sw_isr_table,_sw_isr_table,2168
02-3c7d8749c3b7ad413a219934e93aeaad,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__func__.2,__func__.2,11
02-4287a4df4ae50ebfb8cb668ef27e7b98,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\memcmp,memcmp,32
02-4687293ff1fdc5b845e8e1f2080248df,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\delay_machine_code.0,delay_machine_code.0,6
02-46f42a309d6661f02bd58b91fbc8c1e4,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__device_dts_ord_112,__device_dts_ord_112,20
02-48908c8566b67c17bb119dbb45f38fd7,01-665b1ea1222d25c5af30f0aec9f1f04e,2,__compound_literal*,__compound_literal*,401
02-4e6a9f14c548489566d2e6c0cb94db28,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\radio_pkt_tx_set,radio_pkt_tx_set,12
02-50484c19f1afdaf3841a0d821ed393d2,01-bb1836de191ead431509f5d1b910124d,2,kernel,kernel,8454
02-5170d5382a77c6f1ddc9beedc901869c,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__ultoa_invert,__ultoa_invert,172
02-520f94d47632a4952c833c0f20be3413,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\sxhashalg_sha2_256,sxhashalg_sha2_256,32
02-5351878682c188a502023f4f38873db6,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\smp_security_request,smp_security_request,4
02-549d03b74a95de1856e7451effbc608d,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\radio_tmr_end_capture,radio_tmr_end_capture,2
02-56cf9376072de12e0503c1e6cdfcc79a,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\radio_rssi_status_reset,radio_rssi_status_reset,2
02-573442d06ab6a002b4cd74a58fc90b5b,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\bt_addr_none,bt_addr_none,6
02-574b9dee7d3ba7c1f232fa4ff8e4555e,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\pdu_validate_ping_req,pdu_validate_ping_req,14
02-58b83e141b8c683f1b0cd83a84724a15,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__file_str_put,__file_str_put,16
02-5bb65ab7043dabfde91cf27dfd89d026,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__device_dts_ord_3,__device_dts_ord_3,20
02-5c755b935c34bbd087828cc738c0beee,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__device_dts_ord_12,__device_dts_ord_12,20
02-5d4119c4e9a08b09849b42b09af58829,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\m.9,m.9,16
02-5fbc4915e6b39f7766a422e51c53c211,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\smp_pairing_rsp,smp_pairing_rsp,4
02-610578b64fa37bb1a37e326970e4e57d,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__device_dts_ord_118,__device_dts_ord_118,20
02-64322f5f3ff7f9f717279e1b017a997e,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\stdout,stdout,4
02-660b3af0d37c78bae983a1cbd203c197,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\sxhashalg_sha2_224,sxhashalg_sha2_224,32
02-676b69744b13b9a4e38499db2414fb88,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\port_offset.1,port_offset.1,16
02-68a56c3e2433272c86cbe6332db118d4,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\pages_layout.1,pages_layout.1,8
02-6d014c827f2e60fad42ed77e39404b2a,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\mfy.4,mfy.4,16
02-716af30655f8f3d9b32750dca746ddfb,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\memset,memset,16
02-72d4bd12d6ca07360602e0d6cbc8dc4b,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\memcpy,memcpy,26
02-7382fb32d5312028c15053ff4055062f,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\pdu_validate_clock_accuracy_rsp,pdu_validate_clock_accuracy_rsp,14
02-73d3a702db472629f27b06ac8f056476,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\strlen,strlen,16
